session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Fluent languages,Industry,Nationality,Sex,Student Status
6127e2db1006a7faf1dbfca9,58cc6e1293dac30001d4abc6,APPROVED,2021-08-26 18:59:20.494000,2021-08-26 19:10:12.803000,652.309,51,2353,2,100,2021-08-27 17:32:21.934000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Male,No
6127ee55cf6c27ab35bc2537,60334e184787303e807cc9c4,APPROVED,2021-08-26 19:41:11.489000,2021-08-26 19:49:21.549000,490.06,28,77,0,100,2021-08-27 17:32:21.998000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Female,No
6127ef2414153d397fdb0195,6109b7ccf830b78674d452e7,APPROVED,2021-08-26 19:44:41.989000,2021-08-26 19:50:45.104000,363.115,27,10,0,100,2021-08-27 17:32:22.055000,9EC36FE2,Northern Mariana Islands,United States,Part-Time,Chinese,"English, Chinese",Real Estate Rental and Leasing,United States,Female,No
6127f34a04e4dc18f881efa6,60fe492f735fa1eea6340059,RETURNED,2021-08-26 20:02:21.361000,,947553.518513,28,50,1,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6127fbaa06a348464c5d99ea,610046d8776e374f88b47f35,RETURNED,2021-08-26 20:38:05.984000,,945408.917014,26,12,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
61281eefe3ddab601321b7f4,5d269fedf6dec40019b87a59,APPROVED,2021-08-26 23:08:45.454000,2021-08-26 23:28:58.026000,1212.572,35,995,4,100,2021-08-27 17:32:22.119000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Male,No
6128d07327bec49d17b0c2f6,61278de7b133ee756901e02c,APPROVED,2021-08-27 11:45:57.577000,2021-08-27 11:53:31.217000,453.64,38,29,0,100,2021-08-27 17:32:22.176000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Female,No
6129046ad639eb188ebb3da3,5ecff126aa853e08a8f95e5b,APPROVED,2021-08-27 15:27:43.507000,2021-08-27 15:35:07.495000,443.988,36,456,0,100,2021-08-27 17:32:22.238000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Male,No
61290ad41a81d566dd8bfbe4,610045ad6324d24f74afda89,APPROVED,2021-08-27 15:55:15.070000,2021-08-27 16:07:03.914000,708.844,21,50,0,100,2021-08-27 17:32:22.300000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Female,Yes
61290bf0465d3e6ae89283b5,5a3c39f08d005a000182a1c6,APPROVED,2021-08-27 15:59:53.314000,2021-08-27 16:15:56.585000,963.271,60,1335,0,100,2021-08-27 17:32:22.362000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Female,No
61290d7c688a832512993b6e,610c94f0df37333a55ea42e1,APPROVED,2021-08-27 16:06:33.247000,2021-08-27 16:15:42.528000,549.281,35,34,0,100,2021-08-27 17:32:22.434000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Female,Yes
6129162833ab4facc97a1b59,607145f633a2ffa719baf76a,APPROVED,2021-08-27 16:44:32.716000,2021-08-27 16:53:23.561000,530.845,29,195,0,100,2021-08-27 17:32:22.494000,9EC36FE2,United States,United States,Full-Time,English,"English, Russian",Real Estate Rental and Leasing,United States,Male,No
61292078ed6e51ab908c9525,610333040b0398e8b5ea8277,APPROVED,2021-08-27 17:27:31.601000,2021-08-27 17:36:24.001000,532.4,23,7,0,100,2021-08-29 14:56:44.570000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Female,No
612922fcd56c0d5ebbd8e396,610748092959af4085d259d1,TIMED-OUT,2021-08-27 17:38:04.291000,,869810.821175,28,10,0,100,,,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Female,No
61292ae884b6b4b18412462e,6108506c2fe0413c6e17a024,APPROVED,2021-08-27 18:12:02.798000,2021-08-27 18:16:06.538000,243.74,22,29,0,100,2021-08-29 14:56:44.633000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Female,Yes
612938665c1728d80a0937a9,61114b774f9199a8f8f75de2,APPROVED,2021-08-27 19:09:33.048000,2021-08-27 19:17:45.223000,492.175,30,76,0,100,2021-08-29 14:56:44.688000,9EC36FE2,United States,United States,Full-Time,Spanish,"English, Spanish",Real Estate Rental and Leasing,United States,Female,No
61293bd95a3948eaec65452e,5ecc1798e3ca777cfb37b0f5,APPROVED,2021-08-27 19:24:09.724000,2021-08-27 19:56:54.999000,1965.275,31,543,1,100,2021-08-29 14:56:44.742000,9EC36FE2,United States,United States,DATA EXPIRED,English,English,Real Estate Rental and Leasing,United States,Male,DATA EXPIRED
61293e71b709fc99516a8f5d,591f9101acfd340001376293,APPROVED,2021-08-27 19:35:21.257000,2021-08-27 20:15:57.511000,2436.254,79,1781,4,100,2021-08-29 14:56:44.795000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Male,No
612946a7e94c4c3f4611b50d,611549a7aff7e0daf2003df0,APPROVED,2021-08-27 20:10:35.187000,2021-08-27 20:20:34.849000,599.662,21,4,0,100,2021-08-29 14:56:44.864000,9EC36FE2,United States,United States,Full-Time,English,"English, Spanish",Real Estate Rental and Leasing,United States,Female,Yes
61294fc21c5d1fc4b17c604f,60fce80bbd3231aa4cee08c8,TIMED-OUT,2021-08-27 20:49:06.388000,,858348.858184,47,18,0,100,,,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Female,No
61296d161aad51148c4ebbe1,60ff4c6536890252c799b3f9,APPROVED,2021-08-27 22:54:21.473000,2021-08-27 22:58:28.019000,246.546,26,22,0,100,2021-08-29 14:56:44.930000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Female,No
6129797f08225b6c5d2f2883,6100808e82f5aacaa328ade3,APPROVED,2021-08-27 23:47:14.956000,2021-08-27 23:52:04.980000,290.024,30,23,0,100,2021-08-29 14:56:45.004000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Female,No
612979a950e7ec4a241232b3,6108487aae97d9fc0a886632,RETURNED,2021-08-27 23:47:57.492000,,847617.82733,28,16,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6129f71b30d1d1f336bf2533,61285cf28945bc2392a649bb,APPROVED,2021-08-28 08:43:22.507000,2021-08-28 08:52:30.534000,548.027,33,13,1,96,2021-08-29 14:56:45.090000,9EC36FE2,United States,United States,Part-Time,English,English,Real Estate Rental and Leasing,United States,Male,No
612aa8145a7976d116824c3d,5e69d26e9452140389f5070f,APPROVED,2021-08-28 21:18:18.278000,2021-08-28 21:22:53.552000,275.274,34,531,1,100,2021-08-29 14:56:45.171000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Male,No
612ad4c94ca21ebfbbd7b27e,61092df978b4ca1fc8bf46ca,REJECTED,2021-08-29 00:29:00.423000,2021-08-29 00:32:47.601000,227.178,31,5,1,94,2021-08-29 14:56:28.608000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Female,No
612b1fec4bb5b93cdce2db99,5e52d0122f5f952f2a7b6b28,APPROVED,2021-08-29 05:49:34.494000,2021-08-29 05:54:32.031000,297.537,37,670,0,100,2021-08-29 14:56:45.250000,9EC36FE2,United States,United States,Part-Time,English,English,Real Estate Rental and Leasing,United States,Male,No
612b86b9f0fcef7ba8ff718e,5dbc46b70338051eb7999760,APPROVED,2021-08-29 13:08:13.010000,2021-08-29 13:16:46.092000,513.082,44,1491,4,100,2021-08-29 14:56:45.304000,9EC36FE2,United States,United States,Part-Time,English,English,Real Estate Rental and Leasing,United States,Female,No
612ba77e008b4a6733be0489,61008822fe73d98313d44903,APPROVED,2021-08-29 15:27:58.317000,2021-08-29 15:35:33.724000,455.407,66,29,1,99,2021-08-29 18:36:12.309000,9EC36FE2,"Venezuela, Bolivarian Republic of",United States,Part-Time,English,English,Real Estate Rental and Leasing,United States,Male,No
612bb78ff40a42f7c54dcd40,6108bc72804afe3663847bfa,TIMED-OUT,2021-08-29 16:36:31.791000,,700703.698659,27,5,0,100,,,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Female,No
612bf70ac861dce7f24933ad,6108b2cdc9fed60bc04bede4,APPROVED,2021-08-29 21:07:24.454000,2021-08-29 21:14:09.148000,404.694,30,31,1,99,2021-08-29 21:36:43.371000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Female,No
612bf9f4610316fbaaf1db46,611ff50de3f4642b22228331,APPROVED,2021-08-29 21:20:07.461000,2021-08-29 21:28:17.229000,489.768,22,31,1,99,2021-08-29 21:36:43.429000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Female,No
612cd1ec6c8e7b352b881e02,612648079fa0866dd2bce10b,APPROVED,2021-08-30 12:41:22.058000,2021-08-30 12:50:43.616000,561.558,37,43,1,99,2021-08-30 14:15:51.478000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Male,No
612ce9c6b6e80a92dbe4d101,6111a1562121911e80e5f3cc,APPROVED,2021-08-30 14:23:05.631000,2021-08-30 14:33:11.512000,605.881,38,45,0,100,2021-08-30 15:10:00.507000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Female,No
612cf5c2c2b3be3fe8b8e19e,61004e97f92885d264bf9d2e,APPROVED,2021-08-30 15:14:14.711000,2021-08-30 15:22:02.643000,467.932,26,77,0,100,2021-08-30 15:26:40.854000,9EC36FE2,United States,United States,Full-Time,English,English,Real Estate Rental and Leasing,United States,Female,No
